date,tag,asset,downloads
"2026-08-15","v0.4.1","Ibis-0.4.1-win64.zip.sha256",0
"2026-08-15","v0.4.0","Ibis-0.4.0-setup.exe",1
"2026-08-15","v0.4.0","Ibis-0.4.0-win64.zip",0
"2026-08-15","v0.4.0","Ibis-0.4.0-win64.zip.sha256",0
"2026-08-15","v0.3.0","Ibis-0.3.0-win64.zip",0
"2026-08-16","v2026.8.4","Ibis-2026.8.4-setup.exe",0
"2026-08-16","v2026.8.4","Ibis-2026.8.4-setup.exe.sha256",0
"2026-08-16","v2026.8.4","Ibis-2026.8.4-win64.zip",3
"2026-08-16","v2026.8.4","Ibis-2026.8.4-win64.zip.sha256",9
"2026-08-16","v2026.8.3","Ibis-2026.8.3-setup.exe",0
"2026-08-16","v2026.8.3","Ibis-2026.8.3-setup.exe.sha256",0
"2026-08-16","v2026.8.3","Ibis-2026.8.3-win64.zip",1
"2026-08-16","v2026.8.3","Ibis-2026.8.3-win64.zip.sha256",21
"2026-08-16","v2026.8.2","Ibis-2026.8.2-setup.exe",0
"2026-08-16","v2026.8.2","Ibis-2026.8.2-setup.exe.sha256",0
"2026-08-16","v2026.8.2","Ibis-2026.8.2-win64.zip",2
"2026-08-16","v2026.8.2","Ibis-2026.8.2-win64.zip.sha256",20
"2026-08-16","v2026.8.1","Ibis-2026.8.1-setup.exe",4
"2026-08-16","v2026.8.1","Ibis-2026.8.1-setup.exe.sha256",0
"2026-08-16","v2026.8.1","Ibis-2026.8.1-win64.zip",2
"2026-08-16","v2026.8.1","Ibis-2026.8.1-win64.zip.sha256",26
"2026-08-16","v2026.8.0","Ibis-2026.8.0-setup.exe",1
"2026-08-16","v2026.8.0","Ibis-2026.8.0-setup.exe.sha256",0
"2026-08-16","v2026.8.0","Ibis-2026.8.0-win64.zip",1
"2026-08-16","v2026.8.0","Ibis-2026.8.0-win64.zip.sha256",5
"2026-08-16","v2026.7.2","Ibis-2026.7.2-setup.exe",2
"2026-08-16","v2026.7.2","Ibis-2026.7.2-setup.exe.sha256",1
"2026-08-16","v2026.7.2","Ibis-2026.7.2-win64.zip",3
"2026-08-16","v2026.7.2","Ibis-2026.7.2-win64.zip.sha256",49
"2026-08-16","v2026.7.1","Ibis-2026.7.1-setup.exe",2
"2026-08-16","v2026.7.1","Ibis-2026.7.1-setup.exe.sha256",1
"2026-08-16","v2026.7.1","Ibis-2026.7.1-win64.zip",4
"2026-08-16","v2026.7.1","Ibis-2026.7.1-win64.zip.sha256",6
"2026-08-16","v2026.7.0","Ibis-2026.7.0-win64.zip",1
"2026-08-16","v2026.7.0","Ibis-2026.7.0-win64.zip.sha256",0
"2026-08-16","v0.7.2","Ibis-0.7.2-setup.exe",0
"2026-08-16","v0.7.2","Ibis-0.7.2-win64.zip",1
"2026-08-16","v0.7.2","Ibis-0.7.2-win64.zip.sha256",4
"2026-08-16","v0.7.1","Ibis-0.7.1-setup.exe",0
"2026-08-16","v0.7.1","Ibis-0.7.1-win64.zip",0
"2026-08-16","v0.7.1","Ibis-0.7.1-win64.zip.sha256",0
"2026-08-16","v0.7.0","Ibis-0.7.0-setup.exe",1
"2026-08-16","v0.7.0","Ibis-0.7.0-win64.zip",3
"2026-08-16","v0.7.0","Ibis-0.7.0-win64.zip.sha256",2
"2026-08-16","v0.6.2","Ibis-0.6.2-setup.exe",3
"2026-08-16","v0.6.2","Ibis-0.6.2-win64.zip",1
"2026-08-16","v0.6.2","Ibis-0.6.2-win64.zip.sha256",0
"2026-08-16","v0.6.1","Ibis-0.6.1-setup.exe",0
"2026-08-16","v0.6.1","Ibis-0.6.1-win64.zip",1
"2026-08-16","v0.6.1","Ibis-0.6.1-win64.zip.sha256",0
"2026-08-16","v0.6.0","Ibis-0.6.0-setup.exe",0
"2026-08-16","v0.6.0","Ibis-0.6.0-win64.zip",1
"2026-08-16","v0.6.0","Ibis-0.6.0-win64.zip.sha256",0
"2026-08-16","v0.5.5","Ibis-0.5.5-setup.exe",0
"2026-08-16","v0.5.5","Ibis-0.5.5-win64.zip",0
"2026-08-16","v0.5.5","Ibis-0.5.5-win64.zip.sha256",0
"2026-08-16","v0.5.4","Ibis-0.5.4-setup.exe",0
"2026-08-16","v0.5.4","Ibis-0.5.4-win64.zip",1
"2026-08-16","v0.5.4","Ibis-0.5.4-win64.zip.sha256",0
"2026-08-16","v0.5.3","Ibis-0.5.3-setup.exe",0
"2026-08-16","v0.5.3","Ibis-0.5.3-win64.zip",0
"2026-08-16","v0.5.3","Ibis-0.5.3-win64.zip.sha256",0
"2026-08-16","v0.5.2","Ibis-0.5.2-setup.exe",0
"2026-08-16","v0.5.2","Ibis-0.5.2-win64.zip",1
"2026-08-16","v0.5.2","Ibis-0.5.2-win64.zip.sha256",0
"2026-08-16","v0.5.1","Ibis-0.5.1-setup.exe",0
"2026-08-16","v0.5.1","Ibis-0.5.1-win64.zip",0
"2026-08-16","v0.5.1","Ibis-0.5.1-win64.zip.sha256",0
"2026-08-16","v0.5.0","Ibis-0.5.0-setup.exe",0
"2026-08-16","v0.5.0","Ibis-0.5.0-win64.zip",0
"2026-08-16","v0.5.0","Ibis-0.5.0-win64.zip.sha256",0
"2026-08-16","v0.4.4","Ibis-0.4.4-setup.exe",0
"2026-08-16","v0.4.4","Ibis-0.4.4-win64.zip",1
"2026-08-16","v0.4.4","Ibis-0.4.4-win64.zip.sha256",0
"2026-08-16","v0.4.3","Ibis-0.4.3-setup.exe",0
"2026-08-16","v0.4.3","Ibis-0.4.3-win64.zip",1
"2026-08-16","v0.4.3","Ibis-0.4.3-win64.zip.sha256",0
"2026-08-16","v0.4.2","Ibis-0.4.2-setup.exe",0
"2026-08-16","v0.4.2","Ibis-0.4.2-win64.zip",1
"2026-08-16","v0.4.2","Ibis-0.4.2-win64.zip.sha256",0
"2026-08-16","v0.4.1","Ibis-0.4.1-setup.exe",0
"2026-08-16","v0.4.1","Ibis-0.4.1-win64.zip",1
"2026-08-16","v0.4.1","Ibis-0.4.1-win64.zip.sha256",0
"2026-08-16","v0.4.0","Ibis-0.4.0-setup.exe",1
"2026-08-16","v0.4.0","Ibis-0.4.0-win64.zip",0
"2026-08-16","v0.4.0","Ibis-0.4.0-win64.zip.sha256",0
"2026-08-16","v0.3.0","Ibis-0.3.0-win64.zip",0
"2026-08-17","v2026.8.4","Ibis-2026.8.4-setup.exe",0
"2026-08-17","v2026.8.4","Ibis-2026.8.4-setup.exe.sha256",0
"2026-08-17","v2026.8.4","Ibis-2026.8.4-win64.zip",3
"2026-08-17","v2026.8.4","Ibis-2026.8.4-win64.zip.sha256",9
"2026-08-17","v2026.8.3","Ibis-2026.8.3-setup.exe",0
"2026-08-17","v2026.8.3","Ibis-2026.8.3-setup.exe.sha256",0
"2026-08-17","v2026.8.3","Ibis-2026.8.3-win64.zip",1
"2026-08-17","v2026.8.3","Ibis-2026.8.3-win64.zip.sha256",21
"2026-08-17","v2026.8.2","Ibis-2026.8.2-setup.exe",0
"2026-08-17","v2026.8.2","Ibis-2026.8.2-setup.exe.sha256",0
"2026-08-17","v2026.8.2","Ibis-2026.8.2-win64.zip",2
"2026-08-17","v2026.8.2","Ibis-2026.8.2-win64.zip.sha256",20
"2026-08-17","v2026.8.1","Ibis-2026.8.1-setup.exe",4
"2026-08-17","v2026.8.1","Ibis-2026.8.1-setup.exe.sha256",0
"2026-08-17","v2026.8.1","Ibis-2026.8.1-win64.zip",2
"2026-08-17","v2026.8.1","Ibis-2026.8.1-win64.zip.sha256",26
"2026-08-17","v2026.8.0","Ibis-2026.8.0-setup.exe",1
"2026-08-17","v2026.8.0","Ibis-2026.8.0-setup.exe.sha256",0
"2026-08-17","v2026.8.0","Ibis-2026.8.0-win64.zip",1
"2026-08-17","v2026.8.0","Ibis-2026.8.0-win64.zip.sha256",5
"2026-08-17","v2026.7.2","Ibis-2026.7.2-setup.exe",2
"2026-08-17","v2026.7.2","Ibis-2026.7.2-setup.exe.sha256",1
"2026-08-17","v2026.7.2","Ibis-2026.7.2-win64.zip",3
"2026-08-17","v2026.7.2","Ibis-2026.7.2-win64.zip.sha256",49
"2026-08-17","v2026.7.1","Ibis-2026.7.1-setup.exe",2
"2026-08-17","v2026.7.1","Ibis-2026.7.1-setup.exe.sha256",1
"2026-08-17","v2026.7.1","Ibis-2026.7.1-win64.zip",4
"2026-08-17","v2026.7.1","Ibis-2026.7.1-win64.zip.sha256",6
"2026-08-17","v2026.7.0","Ibis-2026.7.0-win64.zip",1
"2026-08-17","v2026.7.0","Ibis-2026.7.0-win64.zip.sha256",0
"2026-08-17","v0.7.2","Ibis-0.7.2-setup.exe",0
"2026-08-17","v0.7.2","Ibis-0.7.2-win64.zip",1
"2026-08-17","v0.7.2","Ibis-0.7.2-win64.zip.sha256",4
"2026-08-17","v0.7.1","Ibis-0.7.1-setup.exe",0
"2026-08-17","v0.7.1","Ibis-0.7.1-win64.zip",0
"2026-08-17","v0.7.1","Ibis-0.7.1-win64.zip.sha256",0
"2026-08-17","v0.7.0","Ibis-0.7.0-setup.exe",1
"2026-08-17","v0.7.0","Ibis-0.7.0-win64.zip",3
"2026-08-17","v0.7.0","Ibis-0.7.0-win64.zip.sha256",2
"2026-08-17","v0.6.2","Ibis-0.6.2-setup.exe",3
"2026-08-17","v0.6.2","Ibis-0.6.2-win64.zip",1
"2026-08-17","v0.6.2","Ibis-0.6.2-win64.zip.sha256",0
"2026-08-17","v0.6.1","Ibis-0.6.1-setup.exe",0
"2026-08-17","v0.6.1","Ibis-0.6.1-win64.zip",1
"2026-08-17","v0.6.1","Ibis-0.6.1-win64.zip.sha256",0
"2026-08-17","v0.6.0","Ibis-0.6.0-setup.exe",0
"2026-08-17","v0.6.0","Ibis-0.6.0-win64.zip",1
"2026-08-17","v0.6.0","Ibis-0.6.0-win64.zip.sha256",0
"2026-08-17","v0.5.5","Ibis-0.5.5-setup.exe",0
"2026-08-17","v0.5.5","Ibis-0.5.5-win64.zip",0
"2026-08-17","v0.5.5","Ibis-0.5.5-win64.zip.sha256",0
"2026-08-17","v0.5.4","Ibis-0.5.4-setup.exe",0
"2026-08-17","v0.5.4","Ibis-0.5.4-win64.zip",1
"2026-08-17","v0.5.4","Ibis-0.5.4-win64.zip.sha256",0
"2026-08-17","v0.5.3","Ibis-0.5.3-setup.exe",0
"2026-08-17","v0.5.3","Ibis-0.5.3-win64.zip",0
"2026-08-17","v0.5.3","Ibis-0.5.3-win64.zip.sha256",0
"2026-08-17","v0.5.2","Ibis-0.5.2-setup.exe",0
"2026-08-17","v0.5.2","Ibis-0.5.2-win64.zip",1
"2026-08-17","v0.5.2","Ibis-0.5.2-win64.zip.sha256",0
"2026-08-17","v0.5.1","Ibis-0.5.1-setup.exe",0
"2026-08-17","v0.5.1","Ibis-0.5.1-win64.zip",0
"2026-08-17","v0.5.1","Ibis-0.5.1-win64.zip.sha256",0
"2026-08-17","v0.5.0","Ibis-0.5.0-setup.exe",0
"2026-08-17","v0.5.0","Ibis-0.5.0-win64.zip",0
"2026-08-17","v0.5.0","Ibis-0.5.0-win64.zip.sha256",0
"2026-08-17","v0.4.4","Ibis-0.4.4-setup.exe",0
"2026-08-17","v0.4.4","Ibis-0.4.4-win64.zip",1
"2026-08-17","v0.4.4","Ibis-0.4.4-win64.zip.sha256",0
"2026-08-17","v0.4.3","Ibis-0.4.3-setup.exe",0
"2026-08-17","v0.4.3","Ibis-0.4.3-win64.zip",1
"2026-08-17","v0.4.3","Ibis-0.4.3-win64.zip.sha256",0
"2026-08-17","v0.4.2","Ibis-0.4.2-setup.exe",0
"2026-08-17","v0.4.2","Ibis-0.4.2-win64.zip",1
"2026-08-17","v0.4.2","Ibis-0.4.2-win64.zip.sha256",0
"2026-08-17","v0.4.1","Ibis-0.4.1-setup.exe",0
"2026-08-17","v0.4.1","Ibis-0.4.1-win64.zip",1
"2026-08-17","v0.4.1","Ibis-0.4.1-win64.zip.sha256",0
"2026-08-17","v0.4.0","Ibis-0.4.0-setup.exe",1
"2026-08-17","v0.4.0","Ibis-0.4.0-win64.zip",0
"2026-08-17","v0.4.0","Ibis-0.4.0-win64.zip.sha256",0
"2026-08-17","v0.3.0","Ibis-0.3.0-win64.zip",0
"2026-08-18","v2026.8.5","Ibis-2026.8.5-setup.exe",0
"2026-08-18","v2026.8.5","Ibis-2026.8.5-setup.exe.sha256",0
"2026-08-18","v2026.8.5","Ibis-2026.8.5-win64.zip",0
"2026-08-18","v2026.8.5","Ibis-2026.8.5-win64.zip.sha256",0
"2026-08-18","v2026.8.4","Ibis-2026.8.4-setup.exe",1
"2026-08-18","v2026.8.4","Ibis-2026.8.4-setup.exe.sha256",0
"2026-08-18","v2026.8.4","Ibis-2026.8.4-win64.zip",3
"2026-08-18","v2026.8.4","Ibis-2026.8.4-win64.zip.sha256",10
"2026-08-18","v2026.8.3","Ibis-2026.8.3-setup.exe",0
"2026-08-18","v2026.8.3","Ibis-2026.8.3-setup.exe.sha256",0
"2026-08-18","v2026.8.3","Ibis-2026.8.3-win64.zip",1
"2026-08-18","v2026.8.3","Ibis-2026.8.3-win64.zip.sha256",21
"2026-08-18","v2026.8.2","Ibis-2026.8.2-setup.exe",0
"2026-08-18","v2026.8.2","Ibis-2026.8.2-setup.exe.sha256",0
"2026-08-18","v2026.8.2","Ibis-2026.8.2-win64.zip",2
"2026-08-18","v2026.8.2","Ibis-2026.8.2-win64.zip.sha256",20
"2026-08-18","v2026.8.1","Ibis-2026.8.1-setup.exe",4
"2026-08-18","v2026.8.1","Ibis-2026.8.1-setup.exe.sha256",0
"2026-08-18","v2026.8.1","Ibis-2026.8.1-win64.zip",2
"2026-08-18","v2026.8.1","Ibis-2026.8.1-win64.zip.sha256",26
"2026-08-18","v2026.8.0","Ibis-2026.8.0-setup.exe",1
"2026-08-18","v2026.8.0","Ibis-2026.8.0-setup.exe.sha256",0
"2026-08-18","v2026.8.0","Ibis-2026.8.0-win64.zip",1
"2026-08-18","v2026.8.0","Ibis-2026.8.0-win64.zip.sha256",5
"2026-08-18","v2026.7.2","Ibis-2026.7.2-setup.exe",2
"2026-08-18","v2026.7.2","Ibis-2026.7.2-setup.exe.sha256",1
"2026-08-18","v2026.7.2","Ibis-2026.7.2-win64.zip",3
"2026-08-18","v2026.7.2","Ibis-2026.7.2-win64.zip.sha256",49
"2026-08-18","v2026.7.1","Ibis-2026.7.1-setup.exe",2
"2026-08-18","v2026.7.1","Ibis-2026.7.1-setup.exe.sha256",1
"2026-08-18","v2026.7.1","Ibis-2026.7.1-win64.zip",4
"2026-08-18","v2026.7.1","Ibis-2026.7.1-win64.zip.sha256",6
"2026-08-18","v2026.7.0","Ibis-2026.7.0-win64.zip",1
"2026-08-18","v2026.7.0","Ibis-2026.7.0-win64.zip.sha256",0
"2026-08-18","v0.7.2","Ibis-0.7.2-setup.exe",0
"2026-08-18","v0.7.2","Ibis-0.7.2-win64.zip",1
"2026-08-18","v0.7.2","Ibis-0.7.2-win64.zip.sha256",4
"2026-08-18","v0.7.1","Ibis-0.7.1-setup.exe",0
"2026-08-18","v0.7.1","Ibis-0.7.1-win64.zip",0
"2026-08-18","v0.7.1","Ibis-0.7.1-win64.zip.sha256",0
"2026-08-18","v0.7.0","Ibis-0.7.0-setup.exe",1
"2026-08-18","v0.7.0","Ibis-0.7.0-win64.zip",3
"2026-08-18","v0.7.0","Ibis-0.7.0-win64.zip.sha256",2
"2026-08-18","v0.6.2","Ibis-0.6.2-setup.exe",3
"2026-08-18","v0.6.2","Ibis-0.6.2-win64.zip",1
"2026-08-18","v0.6.2","Ibis-0.6.2-win64.zip.sha256",0
"2026-08-18","v0.6.1","Ibis-0.6.1-setup.exe",0
"2026-08-18","v0.6.1","Ibis-0.6.1-win64.zip",1
"2026-08-18","v0.6.1","Ibis-0.6.1-win64.zip.sha256",0
"2026-08-18","v0.6.0","Ibis-0.6.0-setup.exe",0
"2026-08-18","v0.6.0","Ibis-0.6.0-win64.zip",1
"2026-08-18","v0.6.0","Ibis-0.6.0-win64.zip.sha256",0
"2026-08-18","v0.5.5","Ibis-0.5.5-setup.exe",0
"2026-08-18","v0.5.5","Ibis-0.5.5-win64.zip",0
"2026-08-18","v0.5.5","Ibis-0.5.5-win64.zip.sha256",0
"2026-08-18","v0.5.4","Ibis-0.5.4-setup.exe",0
"2026-08-18","v0.5.4","Ibis-0.5.4-win64.zip",1
"2026-08-18","v0.5.4","Ibis-0.5.4-win64.zip.sha256",0
"2026-08-18","v0.5.3","Ibis-0.5.3-setup.exe",0
"2026-08-18","v0.5.3","Ibis-0.5.3-win64.zip",0
"2026-08-18","v0.5.3","Ibis-0.5.3-win64.zip.sha256",0
"2026-08-18","v0.5.2","Ibis-0.5.2-setup.exe",0
"2026-08-18","v0.5.2","Ibis-0.5.2-win64.zip",1
"2026-08-18","v0.5.2","Ibis-0.5.2-win64.zip.sha256",0
"2026-08-18","v0.5.1","Ibis-0.5.1-setup.exe",0
"2026-08-18","v0.5.1","Ibis-0.5.1-win64.zip",0
"2026-08-18","v0.5.1","Ibis-0.5.1-win64.zip.sha256",0
"2026-08-18","v0.5.0","Ibis-0.5.0-setup.exe",0
"2026-08-18","v0.5.0","Ibis-0.5.0-win64.zip",0
"2026-08-18","v0.5.0","Ibis-0.5.0-win64.zip.sha256",0
"2026-08-18","v0.4.4","Ibis-0.4.4-setup.exe",0
"2026-08-18","v0.4.4","Ibis-0.4.4-win64.zip",1
"2026-08-18","v0.4.4","Ibis-0.4.4-win64.zip.sha256",0
"2026-08-18","v0.4.3","Ibis-0.4.3-setup.exe",0
"2026-08-18","v0.4.3","Ibis-0.4.3-win64.zip",1
"2026-08-18","v0.4.3","Ibis-0.4.3-win64.zip.sha256",0
"2026-08-18","v0.4.2","Ibis-0.4.2-setup.exe",0
"2026-08-18","v0.4.2","Ibis-0.4.2-win64.zip",1
"2026-08-18","v0.4.2","Ibis-0.4.2-win64.zip.sha256",0
"2026-08-18","v0.4.1","Ibis-0.4.1-setup.exe",0
"2026-08-18","v0.4.1","Ibis-0.4.1-win64.zip",1
"2026-08-18","v0.4.1","Ibis-0.4.1-win64.zip.sha256",0
"2026-08-18","v0.4.0","Ibis-0.4.0-setup.exe",1
"2026-08-18","v0.4.0","Ibis-0.4.0-win64.zip",0
"2026-08-18","v0.4.0","Ibis-0.4.0-win64.zip.sha256",0
"2026-08-18","v0.3.0","Ibis-0.3.0-win64.zip",0
"2026-08-19","v2026.8.9","Ibis-2026.8.9-setup.exe",0
"2026-08-19","v2026.8.9","Ibis-2026.8.9-setup.exe.sha256",0
"2026-08-19","v2026.8.9","Ibis-2026.8.9-win64.zip",0
"2026-08-19","v2026.8.9","Ibis-2026.8.9-win64.zip.sha256",0
"2026-08-19","v2026.8.8","Ibis-2026.8.8-setup.exe",0
"2026-08-19","v2026.8.8","Ibis-2026.8.8-setup.exe.sha256",0
"2026-08-19","v2026.8.8","Ibis-2026.8.8-win64.zip",1
"2026-08-19","v2026.8.8","Ibis-2026.8.8-win64.zip.sha256",3
"2026-08-19","v2026.8.7","Ibis-2026.8.7-setup.exe",0
"2026-08-19","v2026.8.7","Ibis-2026.8.7-setup.exe.sha256",0
"2026-08-19","v2026.8.7","Ibis-2026.8.7-win64.zip",1
"2026-08-19","v2026.8.7","Ibis-2026.8.7-win64.zip.sha256",2
"2026-08-19","v2026.8.6","Ibis-2026.8.6-setup.exe",0
"2026-08-19","v2026.8.6","Ibis-2026.8.6-setup.exe.sha256",0
"2026-08-19","v2026.8.6","Ibis-2026.8.6-win64.zip",1
"2026-08-19","v2026.8.6","Ibis-2026.8.6-win64.zip.sha256",18
"2026-08-19","v2026.8.5","Ibis-2026.8.5-setup.exe",0
"2026-08-19","v2026.8.5","Ibis-2026.8.5-setup.exe.sha256",0
"2026-08-19","v2026.8.5","Ibis-2026.8.5-win64.zip",1
"2026-08-19","v2026.8.5","Ibis-2026.8.5-win64.zip.sha256",1
"2026-08-19","v2026.8.4","Ibis-2026.8.4-setup.exe",1
"2026-08-19","v2026.8.4","Ibis-2026.8.4-setup.exe.sha256",0
"2026-08-19","v2026.8.4","Ibis-2026.8.4-win64.zip",3
"2026-08-19","v2026.8.4","Ibis-2026.8.4-win64.zip.sha256",10
"2026-08-19","v2026.8.3","Ibis-2026.8.3-setup.exe",0
"2026-08-19","v2026.8.3","Ibis-2026.8.3-setup.exe.sha256",0
"2026-08-19","v2026.8.3","Ibis-2026.8.3-win64.zip",1
"2026-08-19","v2026.8.3","Ibis-2026.8.3-win64.zip.sha256",21
"2026-08-19","v2026.8.2","Ibis-2026.8.2-setup.exe",0
"2026-08-19","v2026.8.2","Ibis-2026.8.2-setup.exe.sha256",0
"2026-08-19","v2026.8.2","Ibis-2026.8.2-win64.zip",2
"2026-08-19","v2026.8.2","Ibis-2026.8.2-win64.zip.sha256",20
"2026-08-19","v2026.8.1","Ibis-2026.8.1-setup.exe",4
"2026-08-19","v2026.8.1","Ibis-2026.8.1-setup.exe.sha256",0
"2026-08-19","v2026.8.1","Ibis-2026.8.1-win64.zip",2
"2026-08-19","v2026.8.1","Ibis-2026.8.1-win64.zip.sha256",26
"2026-08-19","v2026.8.0","Ibis-2026.8.0-setup.exe",1
"2026-08-19","v2026.8.0","Ibis-2026.8.0-setup.exe.sha256",0
"2026-08-19","v2026.8.0","Ibis-2026.8.0-win64.zip",1
"2026-08-19","v2026.8.0","Ibis-2026.8.0-win64.zip.sha256",5
"2026-08-19","v2026.7.2","Ibis-2026.7.2-setup.exe",2
"2026-08-19","v2026.7.2","Ibis-2026.7.2-setup.exe.sha256",1
"2026-08-19","v2026.7.2","Ibis-2026.7.2-win64.zip",3
"2026-08-19","v2026.7.2","Ibis-2026.7.2-win64.zip.sha256",49
"2026-08-19","v2026.7.1","Ibis-2026.7.1-setup.exe",2
"2026-08-19","v2026.7.1","Ibis-2026.7.1-setup.exe.sha256",1
"2026-08-19","v2026.7.1","Ibis-2026.7.1-win64.zip",4
"2026-08-19","v2026.7.1","Ibis-2026.7.1-win64.zip.sha256",6
"2026-08-19","v2026.7.0","Ibis-2026.7.0-win64.zip",1
"2026-08-19","v2026.7.0","Ibis-2026.7.0-win64.zip.sha256",0
"2026-08-19","v0.7.2","Ibis-0.7.2-setup.exe",0
"2026-08-19","v0.7.2","Ibis-0.7.2-win64.zip",1
"2026-08-19","v0.7.2","Ibis-0.7.2-win64.zip.sha256",4
"2026-08-19","v0.7.1","Ibis-0.7.1-setup.exe",0
"2026-08-19","v0.7.1","Ibis-0.7.1-win64.zip",0
"2026-08-19","v0.7.1","Ibis-0.7.1-win64.zip.sha256",0
"2026-08-19","v0.7.0","Ibis-0.7.0-setup.exe",1
"2026-08-19","v0.7.0","Ibis-0.7.0-win64.zip",3
"2026-08-19","v0.7.0","Ibis-0.7.0-win64.zip.sha256",2
"2026-08-19","v0.6.2","Ibis-0.6.2-setup.exe",3
"2026-08-19","v0.6.2","Ibis-0.6.2-win64.zip",1
"2026-08-19","v0.6.2","Ibis-0.6.2-win64.zip.sha256",0
"2026-08-19","v0.6.1","Ibis-0.6.1-setup.exe",0
"2026-08-19","v0.6.1","Ibis-0.6.1-win64.zip",1
"2026-08-19","v0.6.1","Ibis-0.6.1-win64.zip.sha256",0
"2026-08-19","v0.6.0","Ibis-0.6.0-setup.exe",0
"2026-08-19","v0.6.0","Ibis-0.6.0-win64.zip",1
"2026-08-19","v0.6.0","Ibis-0.6.0-win64.zip.sha256",0
"2026-08-19","v0.5.5","Ibis-0.5.5-setup.exe",0
"2026-08-19","v0.5.5","Ibis-0.5.5-win64.zip",0
"2026-08-19","v0.5.5","Ibis-0.5.5-win64.zip.sha256",0
"2026-08-19","v0.5.4","Ibis-0.5.4-setup.exe",0
"2026-08-19","v0.5.4","Ibis-0.5.4-win64.zip",1
"2026-08-19","v0.5.4","Ibis-0.5.4-win64.zip.sha256",0
"2026-08-19","v0.5.3","Ibis-0.5.3-setup.exe",0
"2026-08-19","v0.5.3","Ibis-0.5.3-win64.zip",0
"2026-08-19","v0.5.3","Ibis-0.5.3-win64.zip.sha256",0
"2026-08-19","v0.5.2","Ibis-0.5.2-setup.exe",0
"2026-08-19","v0.5.2","Ibis-0.5.2-win64.zip",1
"2026-08-19","v0.5.2","Ibis-0.5.2-win64.zip.sha256",0
"2026-08-19","v0.5.1","Ibis-0.5.1-setup.exe",0
"2026-08-19","v0.5.1","Ibis-0.5.1-win64.zip",0
"2026-08-19","v0.5.1","Ibis-0.5.1-win64.zip.sha256",0
"2026-08-19","v0.5.0","Ibis-0.5.0-setup.exe",0
"2026-08-19","v0.5.0","Ibis-0.5.0-win64.zip",0
"2026-08-19","v0.5.0","Ibis-0.5.0-win64.zip.sha256",0
"2026-08-19","v0.4.4","Ibis-0.4.4-setup.exe",0
"2026-08-19","v0.4.4","Ibis-0.4.4-win64.zip",1
"2026-08-19","v0.4.4","Ibis-0.4.4-win64.zip.sha256",0
"2026-08-19","v0.4.3","Ibis-0.4.3-setup.exe",0
"2026-08-19","v0.4.3","Ibis-0.4.3-win64.zip",1
"2026-08-19","v0.4.3","Ibis-0.4.3-win64.zip.sha256",0
"2026-08-19","v0.4.2","Ibis-0.4.2-setup.exe",0
"2026-08-19","v0.4.2","Ibis-0.4.2-win64.zip",1
"2026-08-19","v0.4.2","Ibis-0.4.2-win64.zip.sha256",0
"2026-08-19","v0.4.1","Ibis-0.4.1-setup.exe",0
"2026-08-19","v0.4.1","Ibis-0.4.1-win64.zip",1
"2026-08-19","v0.4.1","Ibis-0.4.1-win64.zip.sha256",0
"2026-08-19","v0.4.0","Ibis-0.4.0-setup.exe",1
"2026-08-19","v0.4.0","Ibis-0.4.0-win64.zip",0
"2026-08-19","v0.4.0","Ibis-0.4.0-win64.zip.sha256",0
"2026-08-19","v0.3.0","Ibis-0.3.0-win64.zip",0
"2026-08-20","v2026.8.9","Ibis-2026.8.9-setup.exe",0
"2026-08-20","v2026.8.9","Ibis-2026.8.9-setup.exe.sha256",0
"2026-08-20","v2026.8.9","Ibis-2026.8.9-win64.zip",2
"2026-08-20","v2026.8.9","Ibis-2026.8.9-win64.zip.sha256",4
"2026-08-20","v2026.8.8","Ibis-2026.8.8-setup.exe",0
"2026-08-20","v2026.8.8","Ibis-2026.8.8-setup.exe.sha256",0
"2026-08-20","v2026.8.8","Ibis-2026.8.8-win64.zip",1
"2026-08-20","v2026.8.8","Ibis-2026.8.8-win64.zip.sha256",3
"2026-08-20","v2026.8.7","Ibis-2026.8.7-setup.exe",0
"2026-08-20","v2026.8.7","Ibis-2026.8.7-setup.exe.sha256",0
"2026-08-20","v2026.8.7","Ibis-2026.8.7-win64.zip",1
"2026-08-20","v2026.8.7","Ibis-2026.8.7-win64.zip.sha256",2
"2026-08-20","v2026.8.6","Ibis-2026.8.6-setup.exe",0
"2026-08-20","v2026.8.6","Ibis-2026.8.6-setup.exe.sha256",0
"2026-08-20","v2026.8.6","Ibis-2026.8.6-win64.zip",1
"2026-08-20","v2026.8.6","Ibis-2026.8.6-win64.zip.sha256",18
"2026-08-20","v2026.8.5","Ibis-2026.8.5-setup.exe",0
"2026-08-20","v2026.8.5","Ibis-2026.8.5-setup.exe.sha256",0
"2026-08-20","v2026.8.5","Ibis-2026.8.5-win64.zip",1
"2026-08-20","v2026.8.5","Ibis-2026.8.5-win64.zip.sha256",1
"2026-08-20","v2026.8.4","Ibis-2026.8.4-setup.exe",1
"2026-08-20","v2026.8.4","Ibis-2026.8.4-setup.exe.sha256",0
"2026-08-20","v2026.8.4","Ibis-2026.8.4-win64.zip",3
"2026-08-20","v2026.8.4","Ibis-2026.8.4-win64.zip.sha256",10
"2026-08-20","v2026.8.3","Ibis-2026.8.3-setup.exe",0
"2026-08-20","v2026.8.3","Ibis-2026.8.3-setup.exe.sha256",0
